group,group_title,group_size,author,weighted_degree
G3,Christianity,139,Howard Thurman,6
G3,Christianity,139,John Newton,6
G3,Christianity,139,Padre Pio,6
G3,Christianity,139,Stanley Hauerwas,6
G3,Christianity,139,William Perkins,6
G3,Christianity,139,Andrew Murray,5
G3,Christianity,139,Christine de Pizan,5
G3,Christianity,139,George Weigel,5
G3,Christianity,139,Jacques Maritain,5
G3,Christianity,139,Marguerite Porete,5
G3,Christianity,139,Mark Driscoll,5
G3,Christianity,139,Perry Miller,5
G3,Christianity,139,Richard Swinburne,5
G3,Christianity,139,Wayne Grudem,5
G3,Christianity,139,Andy Stanley,4
G3,Christianity,139,Calvin Miller,4
G3,Christianity,139,Craig Groeschel,4
G3,Christianity,139,Dwight L. Moody,4
G3,Christianity,139,Eberhard Bethge,4
G3,Christianity,139,Elisabeth Elliot,4
G3,Christianity,139,Friedrich Schleiermacher,4
G3,Christianity,139,H. Richard Niebuhr,4
G3,Christianity,139,Hans Urs von Balthasar,4
G3,Christianity,139,James Carroll,4
G3,Christianity,139,Jorge Manrique,4
G3,Christianity,139,Ken Gire,4
G3,Christianity,139,Linda Dillow,4
G3,Christianity,139,Lloyd Jones,4
G3,Christianity,139,Nancy Leigh DeMoss,4
G3,Christianity,139,Pat Robertson,4
G3,Christianity,139,Pope John XXIII,4
G3,Christianity,139,Ramon Jimenez,4
G3,Christianity,139,Richard John Neuhaus,4
G3,Christianity,139,Stephen Charnock,4
G3,Christianity,139,Tim Challies,4
G3,Christianity,139,Pope Paul VI,3
G3,Christianity,139,Ramana Maharshi,3
G3,Christianity,139,Anselm of Canterbury,2
G3,Christianity,139,Benedict of Nursia,2
G3,Christianity,139,Bernard Knox,2
G3,Christianity,139,Brother Andrew,2
G3,Christianity,139,Brother Lawrence,2
G3,Christianity,139,Catherine Mowry Lacugna,2
G3,Christianity,139,Charles Templeton,2
G3,Christianity,139,Cyril of Jerusalem,2
G3,Christianity,139,David Cobb,2
G3,Christianity,139,Emilie Barnes,2
G3,Christianity,139,Franklin Graham,2
G3,Christianity,139,Henry Cloud,2
G3,Christianity,139,Irenaeus of Lyons,2
G3,Christianity,139,Jentezen Franklin,2
G3,Christianity,139,Jim Bishop,2
G3,Christianity,139,Jimmy Swaggart,2
G3,Christianity,139,John Mandeville,2
G3,Christianity,139,John Ortberg,2
G3,Christianity,139,Jonathan Sacks,2
G3,Christianity,139,Marie de France,2
G3,Christianity,139,Philip Yancey,2
G3,Christianity,139,Randy Frazee,2
G3,Christianity,139,R.C. Sproul,2
G3,Christianity,139,Richard P. Heitzenrater,2
G3,Christianity,139,Rob Bell,2
G3,Christianity,139,Ruth Bell,2
G3,Christianity,139,Ruth Graham,2
G3,Christianity,139,Scott Hahn,2
G3,Christianity,139,Wesley Stace,2
G3,Christianity,139,William T. Cavanaugh,2
G4,Rock & pop memoir,136,Bruce Springsteen,175
G4,Rock & pop memoir,136,Mick Jagger,151
G4,Rock & pop memoir,136,Patti Smith,150
G4,Rock & pop memoir,136,Paul McCartney,133
G4,Rock & pop memoir,136,Lou Reed,114
G4,Rock & pop memoir,136,Johnny Cash,107
G4,Rock & pop memoir,136,Jim Morrison,98
G4,Rock & pop memoir,136,Ray Charles,94
G4,Rock & pop memoir,136,Kurt Cobain,83
G4,Rock & pop memoir,136,Yoko Ono,81
G4,Rock & pop memoir,136,Eric Clapton,80
G4,Rock & pop memoir,136,Aretha Franklin,78
G4,Rock & pop memoir,136,Iggy Pop,76
G4,Rock & pop memoir,136,Keith Richards,76
G4,Rock & pop memoir,136,George Harrison,70
G4,Rock & pop memoir,136,Willie Nelson,70
G4,Rock & pop memoir,136,Leonard Cohen,69
G4,Rock & pop memoir,136,James Brown,67
G4,Rock & pop memoir,136,Chuck Berry,61
G4,Rock & pop memoir,136,Joni Mitchell,56
G4,Rock & pop memoir,136,Ringo Starr,55
G4,Rock & pop memoir,136,Courtney Love,47
G4,Rock & pop memoir,136,Joan Baez,46
G4,Rock & pop memoir,136,Alice Cooper,45
G4,Rock & pop memoir,136,Frank Zappa,45
G4,Rock & pop memoir,136,Dolly Parton,40
G4,Rock & pop memoir,136,Marilyn Manson,40
G4,Rock & pop memoir,136,Tupac Shakur,40
G4,Rock & pop memoir,136,Charles Manson,37
G4,Rock & pop memoir,136,Bob Marley,33
G4,Rock & pop memoir,136,Woody Guthrie,32
G4,Rock & pop memoir,136,Diana Ross,31
G4,Rock & pop memoir,136,David Byrne,30
G4,Rock & pop memoir,136,Tina Turner,29
G4,Rock & pop memoir,136,Debbie Harry,26
G4,Rock & pop memoir,136,George Martin,26
G4,Rock & pop memoir,136,B.B. King,25
G4,Rock & pop memoir,136,George Jones,24
G4,Rock & pop memoir,136,Keith Haring,23
G4,Rock & pop memoir,136,Pete Townshend,22
G4,Rock & pop memoir,136,Tommy Lee,22
G4,Rock & pop memoir,136,Bette Midler,21
G4,Rock & pop memoir,136,Marianne Faithfull,21
G4,Rock & pop memoir,136,Ozzy Osbourne,21
G4,Rock & pop memoir,136,Richard Hell,21
G4,Rock & pop memoir,136,Waylon Jennings,21
G4,Rock & pop memoir,136,Loretta Lynn,20
G4,Rock & pop memoir,136,Nina Simone,20
G4,Rock & pop memoir,136,Britney Spears,19
G4,Rock & pop memoir,136,Berry Gordy,18
G4,Rock & pop memoir,136,Merle Haggard,18
G4,Rock & pop memoir,136,Brian Wilson,16
G4,Rock & pop memoir,136,Henry Rollins,16
G4,Rock & pop memoir,136,Lydia Lunch,16
G4,Rock & pop memoir,136,Ray Manzarek,16
G4,Rock & pop memoir,136,Tom Waits,16
G4,Rock & pop memoir,136,Camille Paglia,15
G4,Rock & pop memoir,136,John Cale,15
G4,Rock & pop memoir,136,Snoop Dogg,15
G4,Rock & pop memoir,136,Tom Petty,15
G4,Rock & pop memoir,136,Will Smith,15
G4,Rock & pop memoir,136,John Waters,14
G4,Rock & pop memoir,136,Pete Seeger,14
G4,Rock & pop memoir,136,Tammy Wynette,14
G4,Rock & pop memoir,136,Grandmaster Flash,13
G4,Rock & pop memoir,136,L.L. Cool J.,13
G4,Rock & pop memoir,136,Nikki Sixx,13
G4,Rock & pop memoir,136,Russell Simmons,13
G4,Rock & pop memoir,136,Maharishi Mahesh Yogi,12
G4,Rock & pop memoir,136,Nick Cave,12
G4,Rock & pop memoir,136,Mary Wilson,11
G4,Rock & pop memoir,136,Queen Latifah,11
G4,Rock & pop memoir,136,Angelina Jolie,10
G4,Rock & pop memoir,136,Gladys Knight,10
G4,Rock & pop memoir,136,Hubert Selby Jr.,10
G4,Rock & pop memoir,136,David Crosby,9
G4,Rock & pop memoir,136,Bill Wyman,8
G4,Rock & pop memoir,136,David Lee Roth,8
G4,Rock & pop memoir,136,Gene Simmons,8
G4,Rock & pop memoir,136,Laura Mulvey,8
G4,Rock & pop memoir,136,O.J. Simpson,8
G4,Rock & pop memoir,136,Rick James,8
G4,Rock & pop memoir,136,Chuck D,7
G4,Rock & pop memoir,136,Dave Marsh,7
G4,Rock & pop memoir,136,Pamela Anderson,7
G4,Rock & pop memoir,136,Ted Nugent,7
G4,Rock & pop memoir,136,Danny Fields,6
G4,Rock & pop memoir,136,John Carter Cash,6
G4,Rock & pop memoir,136,John Densmore,6
G4,Rock & pop memoir,136,Kenneth Anger,6
G4,Rock & pop memoir,136,Michael Stipe,6
G4,Rock & pop memoir,136,Steve Earle,6
G4,Rock & pop memoir,136,Taylor Swift,6
G4,Rock & pop memoir,136,Trace Adkins,6
G4,Rock & pop memoir,136,Trinh T. Minh-ha,6
G4,Rock & pop memoir,136,Yvonne Rainer,6
G4,Rock & pop memoir,136,Etta James,5
G4,Rock & pop memoir,136,Peter Green,5
G4,Rock & pop memoir,136,Aileen Wuornos,4
G4,Rock & pop memoir,136,Billy Corgan,4
G4,Rock & pop memoir,136,Legs McNeil,4
G4,Rock & pop memoir,136,May Pang,4
G4,Rock & pop memoir,136,Mickey Hart,4
G4,Rock & pop memoir,136,Patricia Heaton,4
G4,Rock & pop memoir,136,Phil Lesh,4
G4,Rock & pop memoir,136,Ron Wood,4
G4,Rock & pop memoir,136,Sean Astin,4
G4,Rock & pop memoir,136,Steve Jones,4
G4,Rock & pop memoir,136,Linda McCartney,3
G4,Rock & pop memoir,136,Mick Fleetwood,3
G4,Rock & pop memoir,136,Barry Manilow,2
G4,Rock & pop memoir,136,Bob Gruen,2
G4,Rock & pop memoir,136,Don Felder,2
G4,Rock & pop memoir,136,Everett True,2
G4,Rock & pop memoir,136,Jac Holzman,2
G4,Rock & pop memoir,136,James Riordan,2
G4,Rock & pop memoir,136,Jeff Tweedy,2
G4,Rock & pop memoir,136,John Lydon,2
G4,Rock & pop memoir,136,Kevin Powell,2
G4,Rock & pop memoir,136,Kevin Sampson,2
G4,Rock & pop memoir,136,Lee Jones,2
G4,Rock & pop memoir,136,Louis Zamperini,2
G4,Rock & pop memoir,136,Marcia Clark,2
G4,Rock & pop memoir,136,Michael Anthony,2
G4,Rock & pop memoir,136,Nancy Sinatra,2
G4,Rock & pop memoir,136,Peter Wollen,2
G4,Rock & pop memoir,136,Rita Marley,2
G4,Rock & pop memoir,136,Robert Whitaker,2
G4,Rock & pop memoir,136,Rock Scully,2
G4,Rock & pop memoir,136,Ruth Brown,2
G4,Rock & pop memoir,136,Stan Brakhage,2
G4,Rock & pop memoir,136,Susan Miller,2
G4,Rock & pop memoir,136,Susan Smith,2
G4,Rock & pop memoir,136,Suzi Quatro,2
G4,Rock & pop memoir,136,Tony Visconti,2
G4,Rock & pop memoir,136,Wynonna Judd,2
G5,Creative-writing (MFA) circuit,122,Aimee Bender,104
G5,Creative-writing (MFA) circuit,122,Jim Shepard,85
G5,Creative-writing (MFA) circuit,122,Wayne Koestenbaum,63
G5,Creative-writing (MFA) circuit,122,Charles Baxter,59
G5,Creative-writing (MFA) circuit,122,Richard Russo,52
G5,Creative-writing (MFA) circuit,122,Steve Almond,41
G5,Creative-writing (MFA) circuit,122,Susan Straight,40
G5,Creative-writing (MFA) circuit,122,Ethan Canin,37
G5,Creative-writing (MFA) circuit,122,Amy Bloom,34
G5,Creative-writing (MFA) circuit,122,Jonathan Ames,34
G5,Creative-writing (MFA) circuit,122,Vivian Gornick,30
G5,Creative-writing (MFA) circuit,122,Colson Whitehead,28
G5,Creative-writing (MFA) circuit,122,Lydia Millet,28
G5,Creative-writing (MFA) circuit,122,Phillip Lopate,28
G5,Creative-writing (MFA) circuit,122,Antonya Nelson,27
G5,Creative-writing (MFA) circuit,122,Margot Livesey,27
G5,Creative-writing (MFA) circuit,122,Anthony Doerr,26
G5,Creative-writing (MFA) circuit,122,Deb Olin Unferth,25
G5,Creative-writing (MFA) circuit,122,Kathryn Harrison,25
G5,Creative-writing (MFA) circuit,122,Kate Bernheimer,24
G5,Creative-writing (MFA) circuit,122,Andrea Barrett,23
G5,Creative-writing (MFA) circuit,122,Dani Shapiro,21
G5,Creative-writing (MFA) circuit,122,David Shields,19
G5,Creative-writing (MFA) circuit,122,Ron Carlson,18
G5,Creative-writing (MFA) circuit,122,Julia Cameron,16
G5,Creative-writing (MFA) circuit,122,Laird Hunt,16
G5,Creative-writing (MFA) circuit,122,Padgett Powell,16
G5,Creative-writing (MFA) circuit,122,Stuart Dybek,16
G5,Creative-writing (MFA) circuit,122,Marina Warner,15
G5,Creative-writing (MFA) circuit,122,Betsy Lerner,14
G5,Creative-writing (MFA) circuit,122,Christopher Castellani,14
G5,Creative-writing (MFA) circuit,122,Glen David Gold,14
G5,Creative-writing (MFA) circuit,122,Jewell Parker Rhodes,14
G5,Creative-writing (MFA) circuit,122,Judith Ortiz Cofer,14
G5,Creative-writing (MFA) circuit,122,Maggie Nelson,14
G5,Creative-writing (MFA) circuit,122,Dan Chaon,13
G5,Creative-writing (MFA) circuit,122,Robin Hemley,13
G5,Creative-writing (MFA) circuit,122,Merrill Markoe,12
G5,Creative-writing (MFA) circuit,122,Robert Boswell,12
G5,Creative-writing (MFA) circuit,122,Shelley Jackson,12
G5,Creative-writing (MFA) circuit,122,Tova Mirvis,12
G5,Creative-writing (MFA) circuit,122,Ander Monson,11
G5,Creative-writing (MFA) circuit,122,Anthony Swofford,11
G5,Creative-writing (MFA) circuit,122,Sheila Heti,11
G5,Creative-writing (MFA) circuit,122,Amy Sohn,10
G5,Creative-writing (MFA) circuit,122,Bret Lott,10
G5,Creative-writing (MFA) circuit,122,Elissa Schappell,10
G5,Creative-writing (MFA) circuit,122,Lia Purpura,10
G5,Creative-writing (MFA) circuit,122,Lynne Tillman,10
G5,Creative-writing (MFA) circuit,122,Michael Martone,10
G5,Creative-writing (MFA) circuit,122,Eula Biss,9
G5,Creative-writing (MFA) circuit,122,Dara Horn,8
G5,Creative-writing (MFA) circuit,122,Jennifer Belle,8
G5,Creative-writing (MFA) circuit,122,Joyce Maynard,8
G5,Creative-writing (MFA) circuit,122,Mark Helprin,8
G5,Creative-writing (MFA) circuit,122,Sarah Manguso,8
G5,Creative-writing (MFA) circuit,122,Ann Hood,6
G5,Creative-writing (MFA) circuit,122,Chris Adrian,6
G5,Creative-writing (MFA) circuit,122,Curtis Sittenfeld,6
G5,Creative-writing (MFA) circuit,122,David Szalay,6
G5,Creative-writing (MFA) circuit,122,Etgar Keret,6
G5,Creative-writing (MFA) circuit,122,J. Robert Lennon,6
G5,Creative-writing (MFA) circuit,122,Jesse Ball,6
G5,Creative-writing (MFA) circuit,122,John D'Agata,6
G5,Creative-writing (MFA) circuit,122,Julia Glass,6
G5,Creative-writing (MFA) circuit,122,Lauren Grodstein,6
G5,Creative-writing (MFA) circuit,122,Lucinda Rosenfeld,6
G5,Creative-writing (MFA) circuit,122,Mark Richard,6
G5,Creative-writing (MFA) circuit,122,Rachel Kadish,6
G5,Creative-writing (MFA) circuit,122,Roxana Robinson,6
G5,Creative-writing (MFA) circuit,122,Sigrid Nunez,6
G5,Creative-writing (MFA) circuit,122,Sven Birkerts,6
G5,Creative-writing (MFA) circuit,122,Dinty W. Moore,5
G5,Creative-writing (MFA) circuit,122,Michael Kimball,5
G5,Creative-writing (MFA) circuit,122,Nancy Mairs,5
G5,Creative-writing (MFA) circuit,122,Ben Ehrenreich,4
G5,Creative-writing (MFA) circuit,122,Bob Powers,4
G5,Creative-writing (MFA) circuit,122,Bret Anthony Johnston,4
G5,Creative-writing (MFA) circuit,122,Cintra Wilson,4
G5,Creative-writing (MFA) circuit,122,Cristina Henriquez,4
G5,Creative-writing (MFA) circuit,122,Ed Park,4
G5,Creative-writing (MFA) circuit,122,Holiday Reinhorn,4
G5,Creative-writing (MFA) circuit,122,Jacquelyn Mitchard,4
G5,Creative-writing (MFA) circuit,122,Karen Karbo,4
G5,Creative-writing (MFA) circuit,122,Lev Raphael,4
G5,Creative-writing (MFA) circuit,122,Lewis Robinson,4
G5,Creative-writing (MFA) circuit,122,Pamela Painter,4
G5,Creative-writing (MFA) circuit,122,Paul Lisicky,4
G5,Creative-writing (MFA) circuit,122,Steve Erickson,4
G5,Creative-writing (MFA) circuit,122,Tom McCarthy,4
G5,Creative-writing (MFA) circuit,122,Jessica Anya Blau,3
G5,Creative-writing (MFA) circuit,122,Adam Langer,2
G5,Creative-writing (MFA) circuit,122,Alexandra Styron,2
G5,Creative-writing (MFA) circuit,122,Amanda Eyre Ward,2
G5,Creative-writing (MFA) circuit,122,Ann Packer,2
G5,Creative-writing (MFA) circuit,122,Chris Abani,2
G5,Creative-writing (MFA) circuit,122,Chris Bachelder,2
G5,Creative-writing (MFA) circuit,122,Christine Schutt,2
G5,Creative-writing (MFA) circuit,122,David Huddle,2
G5,Creative-writing (MFA) circuit,122,David Markson,2
G5,Creative-writing (MFA) circuit,122,Diana Abu-Jaber,2
G5,Creative-writing (MFA) circuit,122,Donald Antrim,2
G5,Creative-writing (MFA) circuit,122,Ehud Havazelet,2
G5,Creative-writing (MFA) circuit,122,Elizabeth Strout,2
G5,Creative-writing (MFA) circuit,122,Ellen Miller,2
G5,Creative-writing (MFA) circuit,122,Frederick Reiken,2
G5,Creative-writing (MFA) circuit,122,Harriet Doerr,2
G5,Creative-writing (MFA) circuit,122,James Gibbons,2
G5,Creative-writing (MFA) circuit,122,James Thomas,2
G5,Creative-writing (MFA) circuit,122,Janet Peery,2
G5,Creative-writing (MFA) circuit,122,Jenny Offill,2
G5,Creative-writing (MFA) circuit,122,Joshua Braff,2
G5,Creative-writing (MFA) circuit,122,Judy Budnitz,2
G5,Creative-writing (MFA) circuit,122,Julianna Baggott,2
G5,Creative-writing (MFA) circuit,122,Kathryn Davis,2
G5,Creative-writing (MFA) circuit,122,Kevin Sampsell,2
G5,Creative-writing (MFA) circuit,122,Malachy McCourt,2
G5,Creative-writing (MFA) circuit,122,Matthew Derby,2
G5,Creative-writing (MFA) circuit,122,Phyllis Rose,2
G5,Creative-writing (MFA) circuit,122,Rebecca Goldstein,2
G5,Creative-writing (MFA) circuit,122,Sesshu Foster,2
G5,Creative-writing (MFA) circuit,122,Siri Hustvedt,2
G6,Self-help & spirituality,120,Thich Nhat Hanh,67
G6,Self-help & spirituality,120,Deepak Chopra,65
G6,Self-help & spirituality,120,Ram Dass,57
G6,Self-help & spirituality,120,Napoleon Hill,55
G6,Self-help & spirituality,120,Brian Tracy,48
G6,Self-help & spirituality,120,Anthony Robbins,44
G6,Self-help & spirituality,120,Norman Fischer,38
G6,Self-help & spirituality,120,Sharon Salzberg,38
G6,Self-help & spirituality,120,Sylvia Boorstein,37
G6,Self-help & spirituality,120,Joseph Goldstein,36
G6,Self-help & spirituality,120,Joseph Campbell,35
G6,Self-help & spirituality,120,Marianne Williamson,35
G6,Self-help & spirituality,120,Dale Carnegie,32
G6,Self-help & spirituality,120,Mark Victor Hansen,32
G6,Self-help & spirituality,120,Jack Canfield,29
G6,Self-help & spirituality,120,Natalie Goldberg,25
G6,Self-help & spirituality,120,Jack Kornfield,24
G6,Self-help & spirituality,120,Larry Dossey,22
G6,Self-help & spirituality,120,Les Brown,22
G6,Self-help & spirituality,120,Eckhart Tolle,21
G6,Self-help & spirituality,120,Sakyong Mipham,21
G6,Self-help & spirituality,120,Jim Rohn,19
G6,Self-help & spirituality,120,John Gray,19
G6,Self-help & spirituality,120,Andrew Weil,18
G6,Self-help & spirituality,120,Jon Kabat-Zinn,18
G6,Self-help & spirituality,120,Daniel Goleman,17
G6,Self-help & spirituality,120,Norman Vincent Peale,17
G6,Self-help & spirituality,120,Bob Proctor,16
G6,Self-help & spirituality,120,Huston Smith,16
G6,Self-help & spirituality,120,Tara Brach,15
G6,Self-help & spirituality,120,Karen Armstrong,14
G6,Self-help & spirituality,120,Stephen R. Covey,14
G6,Self-help & spirituality,120,Ajahn Chah,12
G6,Self-help & spirituality,120,Christiane Northrup,12
G6,Self-help & spirituality,120,James Redfield,12
G6,Self-help & spirituality,120,Rhonda Byrne,12
G6,Self-help & spirituality,120,Zig Ziglar,11
G6,Self-help & spirituality,120,Dilgo Khyentse,10
G6,Self-help & spirituality,120,Earl Nightingale,10
G6,Self-help & spirituality,120,Iyanla Vanzant,10
G6,Self-help & spirituality,120,Noah Levine,9
G6,Self-help & spirituality,120,Joel Osteen,8
G6,Self-help & spirituality,120,Thomas Berry,8
G6,Self-help & spirituality,120,Wallace D. Wattles,8
G6,Self-help & spirituality,120,Barbara Marx Hubbard,7
G6,Self-help & spirituality,120,Joanna Macy,7
G6,Self-help & spirituality,120,Barbara De Angelis,6
G6,Self-help & spirituality,120,Byron Katie,6
G6,Self-help & spirituality,120,Dean Ornish,6
G6,Self-help & spirituality,120,Gail Saltz,6
G6,Self-help & spirituality,120,Goldie Hawn,6
G6,Self-help & spirituality,120,Joan Halifax,6
G6,Self-help & spirituality,120,Marci Shimoff,6
G6,Self-help & spirituality,120,Og Mandino,6
G6,Self-help & spirituality,120,Peter Russell,6
G6,Self-help & spirituality,120,Sri Sri Ravi Shankar,6
G6,Self-help & spirituality,120,Susan Piver,6
G6,Self-help & spirituality,120,Tom Hopkins,6
